userid,movieid,rating,timestamp
1767,3178,4,974702726
3946,2145,5,965747995
2478,2739,3,977500026
4411,3175,4,969330839
5746,2947,4,958354546
2297,1200,4,974503275
1645,2641,4,975538098
4390,6,3,965163071
1015,3219,3,979453615
2946,1090,5,971273268
3665,1259,3,973901250
5475,1965,5,960938928
911,3072,5,975270428
3550,3681,4,966986850
4448,3442,3,966967309
4227,1937,3,965660357
728,436,3,975515395
2323,3420,4,974626162
3391,223,3,1046187762
3491,1988,3,967048796
4643,1449,4,963998846
1196,858,4,974847221
6002,2858,5,960005223
123,2542,5,977529910
5599,804,3,959214327
5428,2335,4,960085329
1941,899,4,974853440
4318,2120,4,965380119
3548,3784,1,966825260
2564,608,4,973970846
3189,413,1,969869751
5842,1304,5,957817655
198,1027,4,977093310
5862,3471,4,957670444
5643,3169,2,963718239
1130,913,5,974900754
4611,2021,4,964152173
266,908,5,976646706
4484,2987,4,965015430
235,3653,3,976770265
4183,778,4,965329828
4552,2396,5,964560052
5728,935,4,958468676
3365,2350,3,967666285
5701,1517,4,960757556
1242,1357,4,974908339
2899,2527,4,971920912
4070,2406,3,965455426
3717,377,4,967228312
957,17,5,975129564
2996,2160,2,972416403
4077,3471,5,965443829
3824,3623,3,965939440
4867,3704,3,962892140
1117,3618,2,980536080
454,1206,5,976287244
531,1093,4,978730157
4089,1033,4,965536784
5829,34,2,957894072
2335,2660,4,974424174
181,2701,1,977089497
4208,1183,5,965320926
3389,260,5,967554977
1766,1580,4,974701668
1680,1372,4,974714599
3507,1333,3,966998134
1666,1409,3,974714220
3378,2420,4,996004603
5447,1955,5,959970988
3849,1301,3,965879648
2242,355,2,990485103
2684,555,4,974490664
4342,2473,3,965233130
3017,50,4,970529557
1298,1518,4,974791525
4957,2926,3,962906322
4507,2338,2,964983546
3833,3046,4,966533315
5482,198,4,959867727
1451,1954,5,974767091
3992,3717,4,965597566
3590,2171,5,966653230
563,2100,3,976045419
1972,1219,5,974686107
1547,911,4,1007407489
1181,1121,3,976064724
884,2428,3,1019867150
5684,514,3,958612269
5501,1199,4,959796873
5744,3608,5,958363983
5386,2006,3,960349183
699,209,3,975563333
4333,2661,3,965242686
1985,1037,3,974683964
2752,21,4,973270387
3590,1037,4,966655997
4821,1101,3,962945912
5302,1021,3,960956814
4016,1343,3,965531507
524,3257,2,976171773
3246,1466,4,968307971
498,2762,4,976212610
1211,2174,4,976671431
2599,1909,3,973793793
23,1544,3,978464842
1274,941,4,974812624
5522,2686,4,960089145
1068,2688,3,974951251
2419,231,4,974242827
2641,3893,3,994034174
51,1721,4,977947270
4227,861,4,965317108
3756,3361,4,966097972
482,3508,4,976221106
2896,586,3,972004142
5569,3004,3,959648759
4640,1148,5,1024000626
1639,1307,4,980110587
4732,992,2,963637511
1069,329,3,974942179
807,480,4,975393733
5060,924,5,962485228
5643,2132,4,958889237
1322,1284,3,974781342
1769,223,4,974700905
3797,590,3,966009930
1696,2105,1,974761612
3834,1352,4,966403702
4035,2717,2,965508710
3054,1235,5,970617057
5005,3735,3,962586333
5831,2687,4,957898975
1509,1590,1,974832612
1883,3418,4,974694259
2866,1259,3,972647071
2465,3489,3,974324731
4041,748,3,965511498
5856,2115,5,957732985
3129,3506,3,969365144
4227,2302,4,965318580
2484,996,2,974148614
4148,1552,3,965343581
5831,210,3,957896227
875,3328,4,975270293
4277,3074,5,975761871
5903,1527,4,957390350
327,750,5,976398021
461,2264,3,976231673
1780,2474,3,974749173
549,1333,5,976121575
678,2165,4,989242015
5770,1957,5,958172824
3526,2050,1,966906548
5539,1225,5,977625246
4443,918,4,965096125
6016,1029,3,956779015
359,2858,4,976317522
2105,1663,4,974668697
2177,594,3,974610528
5044,1259,5,962545777
4258,3308,2,968174443
1264,3104,3,974819778
161,1207,5,977220311
5501,2529,4,959796996
5084,2115,2,964142572
3521,2163,2,966924907
2764,1197,5,1005502511
1926,2071,5,974770819
15,1672,4,978198442
3018,3897,5,992734495
2883,3421,4,972267927
1804,2396,4,974698790
1571,34,4,974737505
2507,2761,5,974355227
669,1620,4,975633678
4085,2803,4,986185704
105,480,3,977543482
5019,2993,3,986002885
1321,1293,4,974777721
4528,3853,3,981320019
2377,3703,3,974331672
4819,1476,4,962925727
1202,7,4,974857599
1587,356,3,974740825
1962,2953,1,975363675
2195,216,5,989113769
4510,3015,3,964988309
2565,1009,2,973967607
634,1073,5,975774363
1764,2053,3,974706750
5403,2993,3,960256295
881,2021,5,1014314870
5021,2872,2,962584863
4194,2918,4,965326862
4748,2252,4,966169656
151,1307,4,993117635
1737,3802,3,977012297
1530,104,1,985070113
2309,3524,2,974487558
2004,435,5,974677679
4682,3702,4,963680978
3724,1541,3,966223138
5925,1197,5,957285998
1155,441,4,974867059
3032,434,5,970343317
4744,480,4,1038923202
4482,3176,3,988513888
1329,1438,2,976914080
387,597,4,977279882
2849,2352,4,972510255
5090,3201,5,962820686
3808,1620,4,965968354
4053,2109,2,965496635
2288,1283,4,974521284
4765,2670,4,1012020717
2203,2001,3,974604367
264,2406,2,976730730
5850,3584,2,957764162
5043,1569,4,962505947
1038,2028,3,974988752
2918,215,4,1007077422
2023,2791,4,1006291147
2156,1261,4,974626175
1889,3863,2,989087941
257,474,5,976673038
4780,3504,5,963016339
1451,1272,5,974768610
4687,1387,5,963629064
836,3299,2,975360359
2776,104,4,973054829
5888,2973,5,957480017
1755,605,3,1030043953
2731,2866,4,973243212
5650,356,3,979264586
1340,3504,3,974784208
744,1918,3,975470013
3380,1213,3,967673617
3301,714,5,968215597
3312,2369,3,967959364
36,3255,4,978063548
3057,508,4,970593695
5922,3360,3,957818505
4619,1821,3,968449935
3618,76,3,966599083
1141,2690,3,974878322
2258,1967,5,974590160
75,588,3,977850975
5775,605,2,958167771
1778,353,4,975715955
2969,3285,3,985277257
4320,2161,4,965250388
977,527,5,975108912
4780,1221,4,963015603
3410,3706,2,967420692
3683,1258,3,966356136
2645,500,5,973561625
5548,72,4,959481264
2023,2502,5,974673697
2934,361,4,971492857
3676,1199,4,966363252
3808,3247,1,965967020
2921,1200,5,971669724
1917,1580,2,975134327
5232,3033,4,961457866
1395,648,4,978280016
5026,1009,1,962584961
3885,2275,3,965810408
5193,2883,4,969062447
4865,2970,2,962818779
2251,3925,4,974595206
5366,3729,4,960500601
3509,2087,2,967479161
1880,1197,5,974692356
4381,1285,3,965176902
1587,880,3,974745700
4867,1220,5,962849477
5787,947,5,1033847254
984,852,2,975099942
2271,1617,4,994535778
1055,1238,3,974953070
5716,1885,4,958510593
4268,2791,5,965303709
466,858,5,976227581
1087,1702,3,976132732
3417,3543,3,967397931
1675,3466,4,975242526
2462,780,4,974169610
516,589,5,976280426
3900,3524,3,965876239
3308,1544,4,967976164
3365,3841,4,967662102
3099,1240,4,969594784
3411,2718,2,990995862
2231,3418,5,974597015
4951,2959,5,962651022
1922,527,4,975163726
2789,858,5,972949222
5074,3767,1,962434070
3339,3156,2,967823616
4316,589,4,965254849
1509,180,4,974833988
2793,1103,4,972931804
5878,898,5,957547552
5950,1957,3,957180825
4765,2238,4,971814114
1693,2352,3,974711434
1220,107,4,974926215
336,3354,5,976363698
2503,3387,3,974086077
4615,1683,4,964143345
1105,750,5,976046938
3737,1073,4,966189692
5907,919,3,957379038
4238,3101,4,965416984
4227,2130,3,965318046
1434,1592,1,974847640
5900,215,5,957427400
5761,3108,4,982011928
5643,2696,3,959647380
5604,237,3,960002193
5831,3269,3,982106307
557,589,5,976049553
1980,3045,3,974774081
3224,1354,5,968441002
5556,2141,3,959443547
5786,36,5,958143955
4887,3386,5,962739597
5493,1395,3,969387124
1716,3052,2,974712942
4819,2255,3,962927659
1447,3917,4,1026340445
3072,2150,4,969948336
2172,441,3,1014439715
2926,733,3,1006657045
1198,2072,5,974946044
2102,2598,2,974654561
549,1513,3,976070969
2071,3409,4,976675629
2346,733,5,974414196
1109,303,3,974919203
1867,1028,2,974695757
5417,1073,4,960203044
1790,2105,3,974701203
4902,1101,4,965150230
2176,3863,5,974611453
3053,2445,2,970170070
2793,1911,3,972936484
4425,2124,4,965110140
3493,908,4,967039951
4225,3598,4,965312828
5931,3436,3,957226517
1528,593,5,974744375
461,1294,5,976232141
1181,2471,2,976146449
1680,1187,5,974712107
1407,265,5,974763140
5780,2616,4,958156569
635,3600,1,979142648
204,2401,3,983856464
4619,1895,3,968450127
1699,2997,5,974711009
1266,477,4,978578017
1019,3435,4,975007641
5349,1097,5,960665560
3081,594,5,969801569
3129,2436,2,969281480
888,3510,5,975270215
3850,1207,4,966217627
3823,1735,4,965944222
770,234,1,976183066
1961,3769,2,974729833
2436,353,2,976154041
4324,162,4,965247661
1853,1278,5,975018954
319,1268,3,976419844
5874,1918,3,957561413
5268,3536,3,961167909
1938,1955,5,974689105
4058,3489,2,965493664
1552,3044,4,974743259
4344,806,4,965228487
639,1479,4,975811498
4432,539,4,965100022
3771,2406,3,966049584
4161,1783,2,965339954
3476,368,5,968952605
3069,1356,2,970358436
1735,70,4,974704564
1087,1213,5,990547007
840,253,1,995046362
926,2762,5,1006643890
5916,2212,3,957321167
5433,86,3,960051384
4647,95,1,984288992
1866,2248,4,974753210
5220,1224,4,961541772
2931,2321,5,971506042
934,2415,2,992384945
2972,1090,5,971063626
1941,486,3,999146814
2585,1674,4,973876462
631,1883,5,975781542
2585,969,4,973876170
4661,1954,4,963867687
203,1682,2,976928901
338,2540,3,976345280
1441,2431,5,974759622
476,19,4,976223743
26,1387,3,978272215
372,2125,5,980448114
3518,1994,3,969293036
2483,3379,5,974146216
4620,3145,3,964123599
5799,1179,3,958054189
1794,741,3,974700242
4169,964,3,967165120
5142,1610,5,962043101
4578,441,4,964448960
3674,151,4,966365025
2691,2762,5,976388221
2595,2424,3,973809728
165,2532,3,977199969
3641,3468,5,966489737
4473,1288,2,965073642
5646,2770,4,958873344
96,1259,4,980563004
4578,1584,2,964388835
3442,32,5,967305396
3808,2111,3,965965667
188,3527,5,1011460849
2872,560,4,972422043
5042,357,4,962655870
2747,2081,4,973211615
4591,2644,2,964328788
3557,1091,4,966806466
5657,158,4,958829463
4742,95,3,963331926
3837,3424,5,965921161
3894,3717,4,969154815
3462,647,3,968707652
692,39,4,979437422
3836,880,2,966413386
4033,2707,3,965526387
3526,1554,2,967617818
4518,1089,5,964843528
5016,1784,5,962584058
2885,1701,4,972186621
5530,292,3,959621591
4821,349,3,962925930
995,168,3,975099739
1613,953,5,974906053
4032,3168,5,965513689
3386,3210,5,967529562
4890,3552,2,962738481
5080,3653,4,962412591
3698,2762,5,966294333
3951,2987,4,965677791
5087,3755,3,966280423
4816,3053,3,970610801
500,3429,5,976288885
1983,780,4,974686923
899,1356,4,975217298
4446,2791,2,965091926
5763,1268,3,959536717
5470,2028,5,960254039
4482,147,4,965022644
2590,268,4,973931464
5367,380,1,960500950
19,2991,5,978146910
1923,1986,4,974690592
3067,2289,4,969999313
5328,296,3,960838418
890,2204,2,975470479
3724,2471,2,966223191
1980,3174,3,974688514
3992,3421,3,965600801
3652,316,2,966460197
5734,2571,5,958431947
4791,3020,2,962997391
5831,3740,4,994112278
3464,2710,3,967248117
4077,2709,4,965447458
580,2075,4,975971693
1273,1252,5,974814174
1164,1564,3,975468568
1321,2796,2,974778774
1051,2140,3,975042879
724,1393,4,975522101
1846,318,4,974696948
2900,1517,5,971904698
5654,2581,2,958845853
2934,2453,4,971489667
2102,1721,3,974655591
3131,3266,3,969234874
293,3448,4,976562234
1306,1617,4,974785723
2232,1464,2,974597717
136,708,3,977423837
2898,3752,3,1043540191
3816,2102,4,965952946
1958,2858,4,974859070
1346,1219,5,974921399
3924,2819,4,965712049
2124,2291,2,974645127
5621,858,5,1011755320
2561,1914,5,973982659
1415,2470,3,996174538
1554,3546,2,974741030
4510,2001,4,964989444
3588,485,3,966657917
3943,3614,3,965691268
2796,1381,1,997319890
1609,1294,5,974745971
2145,2003,5,974629231
4064,3543,3,965477921
5536,1722,3,959992554
3483,3448,4,967497374
1514,2019,5,974746780
4524,785,3,964814386
2764,2289,4,973135304
5289,1135,1,961084001
2857,227,3,972507555
620,435,3,975801382
5627,2710,4,959040156
4344,162,5,965228222
1647,2145,3,974804613
2507,1633,4,974081529
2562,593,4,973981057
1172,2572,4,974862853
3908,123,4,965756907
4456,2141,5,965230266
1285,2013,5,976320459
3933,36,3,965702257
5720,2797,3,958577735
1673,1198,5,974960632
3824,3576,4,966539493
1027,3481,5,975002053
2895,2403,3,971990604
3336,1200,3,968043516
3878,2668,2,965917982
5728,1278,5,958468308
2402,3586,4,974263741
3224,595,4,968520024
1941,1584,4,974853933
2820,1391,3,972669410
2564,3263,4,973970726
2051,2322,3,974663564
763,3863,2,975450770
3509,595,2,967212624
5222,252,3,1039068344
4823,1962,3,963070238
5788,1788,4,958107273
3125,551,4,1004736004
4485,2706,4,965016895
1150,1810,1,975197097
4849,1387,4,963420358
5039,1151,1,962512674
3004,247,3,970604140
1128,1059,4,974904715
4238,1233,5,965310812
2537,3362,3,974054554
4406,1252,5,971032419
1483,3755,1,979914706
1984,1544,3,974769500
5459,34,3,959911186
1667,996,2,974711563
5936,608,5,957214429
3207,2762,5,968556004
5574,1975,4,959294330
1364,3932,3,974769171
5087,608,4,962397516
146,1466,5,1010690174
4486,2623,1,965013057
4551,2575,5,964559482
2286,3,5,974523277
1537,1580,4,974744253
5351,920,5,960658048
3768,920,4,966069197
4334,799,4,965244700
2995,2717,3,970771340
5709,1291,5,961729497
2826,913,4,972601673
3462,36,4,992486024
5981,2951,3,956931817
5434,2289,5,960043048
2047,1405,3,974672144
1130,474,5,976912893
1624,2387,1,975589781
3032,885,5,970346557
2546,3730,3,974040415
5788,1135,3,958109685
1017,2525,3,975012394
4856,3624,3,962828452
4663,339,3,963864755
2,920,5,978298775
3520,3185,3,1027632732
4161,2028,3,965340089
3422,3841,1,967411713
5282,3451,3,961166097
2012,2368,2,1031008034
3401,2378,3,967435211
4344,1625,4,965229559
4169,1727,3,976588558
551,1954,2,976067042
4690,2959,2,963613824
4728,2906,2,963355586
5679,112,3,958618992
169,1213,5,977198680
2251,3804,2,974605894
824,223,4,975376794
5352,1625,4,960651534
3336,1883,3,967855547
5615,45,3,959132249
2194,2470,3,974606208
3210,2289,5,969031040
415,1732,4,977500543
3999,2580,4,965577602
1203,1729,3,974997963
2486,1278,5,974143893
4817,265,5,962924700
1224,2290,5,975247400
5794,2043,4,958069636
3163,663,4,968884189
1965,1180,2,974687003
509,2747,3,976209492
1912,353,1,974862729
3675,1371,3,966363904
5547,2605,3,959477283
1748,2322,3,974712843
2569,3535,3,973912209
984,1374,4,975994136
4409,1923,5,965152908
2908,2455,4,971809321
9,2355,4,978226054
4061,1662,3,965487558
2959,1911,3,971138895
5497,2385,3,959805998
2104,3701,2,974652193
3197,2145,4,968636574
1434,1014,1,974762440
193,265,3,1025573703
970,3825,4,975111855
5848,2961,1,957784335
1207,351,1,974846437
4887,800,4,962740049
3391,450,3,1046199974
3030,2858,5,970355348
4289,2311,4,965275763
2664,2378,3,973455388
509,308,5,976207852
2607,3368,3,973727879
759,3261,3,975452785
1496,3024,3,974750949
5070,2278,3,963381697
5060,1262,5,969378676
5698,780,4,958590040
2215,1635,4,974601127
3815,2762,5,965953886
2240,2762,3,974599242
855,2018,4,975467444
1409,2028,4,974762366
1433,349,4,974760225
4049,2410,3,965498372
5763,194,2,959536154
2801,2882,2,972846006
1145,454,4,974873183
4962,3334,5,963097754
2352,2790,2,974401912
339,2236,3,976342769
3611,2581,3,966609974
5082,471,4,962409010
3588,1183,2,966662074
5341,2080,4,960692464
4004,1801,3,965561484
1969,3481,3,974685019
3536,785,3,966885795
3365,2795,4,967663935
4764,3448,5,964391266
5443,3258,4,959982937
2962,3341,3,978980834
3243,260,5,968339735
2122,3752,3,1026774628
2012,1396,4,974678481
2558,2174,3,973989750
1873,1663,4,974772005
679,260,4,975607514
1658,1136,4,974715974
3080,2819,4,1011373848
3305,3006,5,968002392
272,474,5,976696929
26,3098,4,978146686
5659,555,4,958791108
1880,2662,4,975385058
1225,2858,5,974837362
1059,235,2,974950610
4377,2170,3,965178027
4543,95,3,966025735
4380,2000,5,965176593
1097,3005,4,974927455
411,1136,5,978451657
3688,1287,5,985462869
1958,2418,3,974984513
103,1408,4,977554882
1017,973,2,975012009
451,3451,5,976415731
2403,3082,1,974259860
4083,1876,1,965460305
881,3250,4,975265140
342,3527,3,976337710
854,3258,3,975352475
1794,3712,1,974706469
5779,3358,1,958160251
5011,318,5,962584420
5718,2677,3,958509126
5686,2985,2,958683076
133,2572,5,977421970
2786,1307,5,973563167
4483,2558,2,965019432
1727,1513,4,974706110
2092,3699,4,974680785
4477,2858,4,965054296
4473,3766,2,965075285
5053,442,4,962493503
2131,1094,4,974647086
891,2502,4,975233204
2897,1201,4,971932699
4021,317,5,965525214
4837,485,3,962896475
3509,104,3,985774397
3362,345,4,967672472
4995,3265,5,968297845
3118,1643,4,969406862
2772,1517,3,981065383
3270,2989,3,968197302
3829,1683,3,965937790
4666,2144,3,964799370
673,35,5,975620152
2796,590,1,997322538
746,524,4,975467346
4480,2255,4,965027244
1137,590,3,982911932
3976,1639,3,965652011
4687,1203,5,963628063
1278,3897,3,1025624262
5684,1641,2,958612269
4867,3627,2,962904258
877,1059,4,975272332
4637,3662,1,964033897
4947,593,4,962642497
6016,3125,2,956958317
6039,1028,4,956705395
1734,3006,5,974704933
5998,2439,2,1001782054
967,2902,3,975115424
1813,1094,4,975470738
3624,1,5,966622905
1786,3928,4,975387935
2147,2394,3,974623154
4845,3007,5,963281700
509,2,3,976206849
1113,1080,5,975610612
2264,1028,5,974585513
5283,2153,2,961165831
4647,1917,2,984289159
4571,1569,3,964468796
424,3052,4,1037710537
5880,1223,5,957545455
2056,3435,5,974817327
2102,2788,3,974653537
3129,381,2,969279575
5605,909,3,959196789
36,2605,4,978061632
2282,539,4,978399693
2140,2797,5,974638415
1617,3697,4,974732386
651,954,5,975708234
732,2020,4,975495373
5046,585,3,962501476
4951,1961,4,965071865
5511,2082,3,959789078
5256,2289,2,961300206
3036,971,3,972134187
4870,1173,3,962817836
4478,1211,5,984002289
3354,924,3,967735079
4600,1799,4,1044334368
295,1748,3,976527509
5767,2692,1,959057098
1294,1136,4,974874090
5038,1199,5,962520461
5790,1221,3,958090940
4386,2989,4,965229324
5472,588,3,959890790
4247,1270,4,965308804
1767,1238,4,975387094
2419,440,4,974242479
2054,2153,1,974663031
4169,2060,3,976589718
5678,3254,4,958626777
2959,1288,5,971140058
3705,908,4,966285803
18,590,4,978154388
1207,2504,1,974846811
1149,2701,2,974869990
2279,1198,5,974560734
3082,1234,4,969813041
1899,364,3,974776054
3626,420,4,966604754
5961,266,3,957024967
5329,3707,4,960851122
4856,1198,3,962828377
3466,2959,3,967161161
1448,16,5,976139120
1647,3825,3,1040248973
970,3316,2,975111441
3243,2558,3,968395233
5260,3494,2,962497925
1069,334,5,974943108
1969,1213,4,974691657
4956,2022,3,962643313
2221,1094,5,974603053
4655,3052,2,963905335
984,2672,3,975100380
5504,2476,5,959735032
521,1267,5,976198729
5757,2194,4,958279294
2748,368,5,973287053
1273,899,5,974814670
1727,762,3,974785663
4315,1371,3,965257094
3744,1007,3,966140502
2743,434,4,973223249
5184,2693,4,961735485
5779,349,3,958164081
2411,3088,4,974590415
302,692,1,976503808
1632,2788,5,974717723
2419,3142,3,974303474
1366,1198,4,974768616
5753,1261,5,958272609
462,3489,3,983963993
4085,3706,4,965539621
3689,1713,3,966312814
2611,2371,4,973805737
4725,881,3,963375866
5763,733,2,958835607
2535,1394,2,974052443
1495,783,2,974761071
4447,2402,1,965168083
4448,1957,4,965133864
4728,236,4,1032135334
5935,588,2,957217894
4742,2120,3,963331012
3501,190,2,966996871
2246,3107,2,981394357
2820,1876,2,972675694
1776,3785,1,990457845
1962,391,3,975777559
1746,3024,5,974704297
5586,3481,3,959276561
5504,288,1,959735891
3825,2421,2,965941775
4869,3098,3,962886634
3773,3543,4,966046520
6010,1544,5,956859529
691,1193,4,975570614
1639,2912,4,974770925
550,1288,5,976066794
5289,2728,4,961511503
461,920,4,976232186
3957,919,5,965672883
2995,1275,4,970691452
2786,1193,5,973561700
5153,1286,3,961967589
5812,1629,4,968566823
4611,454,3,964153518
1833,144,3,974700349
539,3429,5,976140441
4139,3267,4,965349194
4718,1641,4,963431951
4186,765,2,1017931215
5387,1321,4,960330488
2850,3698,2,972508385
5256,196,2,961301529
4471,2171,4,967756302
3401,2054,4,967432597
2685,3040,4,973375205
5536,3536,3,959813829
3594,594,1,966635689
2587,2111,4,974865739
4404,2997,5,965156042
5972,2133,5,959717621
1241,441,5,974832745
36,1376,3,993702306
4458,2926,4,965095298
5359,2126,1,960604115
3135,21,3,969067662
4815,2706,3,962928917
5848,3114,3,957782701
1224,3929,4,974838854
5689,2145,4,961990141
2737,2858,5,973225415
604,3701,4,975871268
1284,2871,5,974841825
2986,2417,3,970812873
5185,1345,3,963402800
2857,1242,4,972506317
5788,2599,4,958108678
1938,3114,3,974690411
2565,2144,4,973973084
4289,1240,4,965275233
3985,2599,4,965617571
1778,1243,4,974704432
17,30,5,978159142
5843,1199,3,957805717
762,2028,2,975451556
1802,551,4,974698865
4387,332,3,965247121
1422,2065,3,975692602
1727,1777,4,974783684
5189,750,3,961738191
3037,2336,5,970268347
2900,2735,4,971903534
3655,2968,3,966452006
2297,1610,5,974503211
1034,1019,4,975014573
1117,2513,3,976592228
5106,21,2,962334614
4802,1266,5,962943170
4793,300,3,963434940
3823,1344,4,965945710
1220,2000,4,974853290
5167,565,5,961898428
4663,1278,3,963863262
2665,592,1,973450662
5636,1909,4,959053433
1015,1650,3,979453704
4401,3470,4,965158550
4074,1233,5,965446353
6019,1580,4,956761062
5625,1081,4,959087669
2565,1663,4,973974243
4837,1569,3,962895314
5472,2006,3,959892429
5312,2872,4,962155579
2288,926,5,974518310
588,1171,5,979333672
5287,2174,3,961088545
5885,3354,3,957774990
4103,2764,1,965571881
2693,2871,3,973318207
1549,110,2,974741574
1209,2528,2,974844524
4099,1225,4,965416937
2738,2276,4,973225753
4271,2746,4,965303218
3829,3108,2,965937752
5908,1200,5,957625071
352,315,3,976334743
1109,2133,1,975464061
2011,1569,4,975608603
5543,2987,3,959879613
2030,3468,5,974747742
2106,2095,1,974756038
3998,3627,5,965577436
5026,929,4,962586091
1605,1347,4,975384989
2197,595,5,974606273
4342,3763,5,965232291
4261,2916,3,965306085
4523,376,4,965847044
4183,1580,3,965332732
2592,459,3,973827254
5077,1663,2,962417722
3791,1508,3,966019930
2088,1909,4,974655440
2807,1230,4,972779048
889,2393,3,975249176
452,1610,5,976235043
4742,246,4,963332401
2520,3896,5,974066117
2872,2571,5,972416456
718,1873,4,975528381
616,3751,4,975802684
2303,594,3,974583988
4107,3039,4,965689228
1448,42,5,976127310
1547,3359,4,1006875167
3827,3256,4,966128135
2529,1228,3,974652668
765,798,2,975612189
2896,1100,4,972003899
1758,1721,2,974788077
5112,316,2,962328260
1780,802,2,994173527
2405,2570,3,974257889
1121,1500,4,974912298
5873,2949,3,957563999
5047,24,3,962496889
3716,2105,4,966264754
4049,2010,5,965496686
3900,1210,4,965874430
1680,3500,2,974837697
524,605,2,976171061
3789,608,5,966020657
5801,1060,4,958011476
896,3536,4,975222409
5083,1479,3,962467156
4889,1208,4,962737279
948,1272,5,975148239
1579,628,3,980461515
4312,1969,3,965698173
4805,318,5,963889362
4446,3263,2,965092055
975,3204,4,975122847
4373,3769,3,965180829
5659,1584,5,958790237
11,1461,1,978904682
2010,3256,3,974676174
5211,2918,5,961598199
795,2724,3,975417772
3623,3334,3,966566725
5809,2021,1,957984019
5795,1378,3,958144687
1837,716,2,974918381
5534,3555,5,959599439
477,2571,5,976219171
2116,2889,4,974650099
2091,3219,2,974654141
889,1320,1,975249696
4680,2335,3,972678587
5319,1916,4,960875175
5482,1854,2,960386084
1343,1968,5,975195016
92,588,5,977646846
1335,2074,3,974818923
3410,994,4,967471887
3919,282,1,965736077
4099,3763,3,965415023
1264,2115,4,974819900
1836,1136,5,974825799
549,1060,5,976068640
5020,1196,5,962582472
4127,577,4,965355936
1607,2714,3,974732797
467,802,5,976227589
4771,1997,4,963151673
2954,3273,1,971212166
1473,2944,4,974758173
5847,1013,5,957795431
3056,1093,3,970123662
5489,356,5,959819805
5615,3526,3,959306740
1764,1262,5,974705166
3892,2470,3,965798397
2909,1686,4,971980052
2024,2407,3,974673313
3618,2941,4,966602581
6000,1848,3,956884748
1733,3660,3,977808227
889,1086,3,975248617
97,940,4,977622195
3578,1542,3,966711039
5142,8,4,962147251
1605,638,4,992315024
2926,1682,5,1006656451
516,1240,5,976280476
476,1073,5,976220207
3927,802,5,965709909
4290,86,4,965274506
5493,2276,3,1004130607
3356,1222,5,967698730
3934,2628,3,965703756
1546,1136,5,974825660
3625,2826,2,966563031
5120,2628,4,962258277
1764,2722,5,974704046
5493,648,2,959885861
5046,2300,4,962505738
5359,3034,3,971639954
1356,377,2,974784190
5042,1099,3,962661840
5234,1183,4,961448549
1322,380,4,974778951
3957,2890,5,965673226
148,1375,4,979576326
3389,908,4,967511791
3771,2655,1,966048922
4878,2352,3,962764809
5771,1955,2,958694319
1306,1215,4,975267376
5974,1660,4,956947689
1404,3671,4,974764961
3971,662,3,970349229
2568,2600,2,973935705
2878,538,4,972358459
5305,3210,5,965542102
3163,101,5,968886042
4975,1682,4,962605753
1242,2520,5,975348345
2023,3114,5,974672477
2761,204,2,973148710
4823,2890,4,979077005
4578,2928,4,964389650
425,475,4,976283362
4510,1841,2,966800536
340,902,3,976342033
4124,1374,3,965445994
2038,1704,4,974671478
3358,605,4,967694637
1033,1262,3,977427808
406,1257,4,976293549
2223,410,3,975262693
2140,1263,4,974636987
3643,1645,4,966635184
4626,25,1,964112687
10,1276,3,979168446
3401,2568,2,980126756
3620,93,1,972867633
4021,1389,1,965522705
927,788,4,975195136
3626,479,4,966609294
1195,3751,4,979416803
3945,3362,4,965688738
2429,2371,5,974223231
4337,1969,3,965350228
1680,2533,4,974714807
2752,2302,5,973270357
3080,1676,5,969811646
877,2302,3,975270819
366,3167,4,978543891
3778,2948,3,966033509
3610,2617,5,990504130
4169,1307,5,968798452
1020,1251,5,1011404072
308,1271,4,995835922
5268,1894,1,961172892
1803,3261,3,974707315
326,3107,3,976423323
1141,905,4,974878461
3557,1380,4,966806104
3371,2987,1,1020106315
4732,2517,4,963332969
1889,1393,3,989084942
1294,195,3,974788402
117,329,3,977501493
728,3259,4,975515229
1333,2952,5,974777381
5374,2038,3,962391137
4397,3107,3,965158757
1236,3527,3,974833307
5264,3526,4,961181402
1194,518,1,1036311710
2555,25,2,973997584
1390,3812,4,1007184569
4707,3616,4,964565976
3841,1171,4,965996638
1571,3852,4,974739799
2571,1073,4,973911891
3729,1573,4,966577107
4830,2762,5,962902723
5232,1653,2,961457649
4098,6,3,965515217
1902,2837,4,975899033
4015,1747,4,965533855
4032,1580,5,965513142
777,2022,2,976213155
5131,1919,2,962131085
5091,3697,2,963685862
2872,1678,3,972421254
1680,1240,5,974712223
3526,181,1,966908091
3108,485,3,969498444
163,708,2,977321761
3268,2791,3,975105172
3308,3036,3,967993257
2889,594,3,972054898
264,3264,2,976714860
5621,2657,3,961029935
5806,1962,1,957986333
5468,434,2,967833885
49,1408,4,977973921
1292,2792,1,974788993
3917,342,3,965741193
699,491,3,975563212
199,72,4,976982226
2863,556,4,972503229
4729,1835,4,963352638
524,32,5,976168025
2941,3927,3,971347825
2190,3911,4,1033340557
5509,1295,4,959722154
1051,2471,1,987224966
1232,3072,3,974837092
5961,546,2,957023229
3163,3695,3,968883851
1912,1663,1,994925603
5008,923,5,962584585
2186,2735,3,974608430
261,802,4,976670868
4511,2947,5,964980205
